cuenta_normalizada,company,industria,tier_cuenta,servicio_normalizado,service_name,familia,subfamilia,pilar,modelo_comercial,ticket_tipo,cobertura,etiqueta_cobertura,tipo_oportunidad,score,prioridad,ranking_en_cuenta,valor_potencial_eur,c_demanda,c_afinidad,c_valor,c_momentum,c_adyacencia,score_base,factor_estado,factor_recencia,penetracion_pct,win_rate,momentum_pct,adopcion_industria_pct,cuentas_industria_ejecutan,cuentas_industria,basket_confianza_ejecutado,basket_lift_ejecutado,n_pitches,n_perdidos,ultima_derrota,dias_desde_derrota,reactivable,ultimo_movimiento,motivo,accion_sugerida
Decathlon,DECATHLON,Retail Deportes,Emergente,Performance Powered Conversions (ECL),Performance Powered Conversions (ECL),Data Collection & Activacion,Conversiones Avanzadas,CSA - Tech,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,26.8,C,18,1961.0,0.299,0.058,0.375,0.779,0.1,26.764,1.0,1.0,3.4,0.5,75.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
Escuela de Comercio y Servicio,ESCUELA DE COMERCIO Y SERVICIO,Educacion,Emergente,Performance Powered Conversions (ECL),Performance Powered Conversions (ECL),Data Collection & Activacion,Conversiones Avanzadas,CSA - Tech,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,26.8,C,18,1961.0,0.299,0.058,0.375,0.779,0.1,26.764,1.0,1.0,3.4,0.5,75.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
Inchcape Americas,INCHAPE AMERICAS,Automotriz,Desarrollo,C-GenIA Basic Mensual,C-GenIA - Basic (200 images) per month,Creative Intelligence & GenAI,Creative GenAI,CSA - Tech,Recurrente,Medio,BLANCO,Nunca ofrecido,Espacio blanco,26.8,C,17,9661.0,0.0,0.078,0.676,0.881,0.1,26.772,1.0,1.0,0.0,0.0,100.0,0.0,0,4,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Polla Chilena,POLLA,Juegos & Entretenimiento,Emergente,Performance Powered Conversions (ECL),Performance Powered Conversions (ECL),Data Collection & Activacion,Conversiones Avanzadas,CSA - Tech,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,26.8,C,17,1961.0,0.299,0.058,0.375,0.779,0.1,26.764,1.0,1.0,3.4,0.5,75.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
Watts,WATTS,CPG Alimentos,Desarrollo,C-GenIA Basic Mensual,C-GenIA - Basic (200 images) per month,Creative Intelligence & GenAI,Creative GenAI,CSA - Tech,Recurrente,Medio,BLANCO,Nunca ofrecido,Espacio blanco,26.8,C,18,9661.0,0.0,0.078,0.676,0.881,0.1,26.772,1.0,1.0,0.0,0.0,100.0,0.0,0,2,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Gildemeister,GILDEMEISTER,Automotriz,Estrategica,Shopping Insider / Feed AI,Shopping Insider / Feed AI,Analytics & Optimizacion Digital,Retail & Feed,CSA - Tech,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,26.4,C,20,3976.0,0.0,0.0,0.509,0.185,0.75,26.379,1.0,1.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,,,,,"Adyacente a analytics & optimizacion digital, familia donde la cuenta ya compra.",Upsell directo sobre el servicio ya activo
Cruz Verde,CRUZ VERDE,Retail Farmacia,Emergente,VIGenAIr,VIGenAIr,Creative Intelligence & GenAI,Video GenAI,CSA - Tech,Proyecto,Medio,BLANCO,Nunca ofrecido,Espacio blanco,26.3,C,18,4945.0,0.141,0.0,0.55,0.921,0.1,26.33,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Decathlon,DECATHLON,Retail Deportes,Emergente,VIGenAIr,VIGenAIr,Creative Intelligence & GenAI,Video GenAI,CSA - Tech,Proyecto,Medio,BLANCO,Nunca ofrecido,Espacio blanco,26.3,C,19,4945.0,0.141,0.0,0.55,0.921,0.1,26.33,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Escuela de Comercio y Servicio,ESCUELA DE COMERCIO Y SERVICIO,Educacion,Emergente,VIGenAIr,VIGenAIr,Creative Intelligence & GenAI,Video GenAI,CSA - Tech,Proyecto,Medio,BLANCO,Nunca ofrecido,Espacio blanco,26.3,C,19,4945.0,0.141,0.0,0.55,0.921,0.1,26.33,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Esmax,ESMAX,Energia & Combustibles,Desarrollo,Geolift,Geolift,Measurement & Efectividad,Incrementalidad & Experimentos,CSA - Science,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,26.3,C,22,3628.0,0.0,0.0,0.491,0.202,0.75,26.266,1.0,1.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,,,,,"Adyacente a measurement & efectividad, familia donde la cuenta ya compra.",Upsell directo sobre el servicio ya activo
GAES,GAES,Salud,Emergente,VIGenAIr,VIGenAIr,Creative Intelligence & GenAI,Video GenAI,CSA - Tech,Proyecto,Medio,BLANCO,Nunca ofrecido,Espacio blanco,26.3,C,18,4945.0,0.141,0.0,0.55,0.921,0.1,26.33,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Gasco,GASCO,Energia & Combustibles,Emergente,VIGenAIr,VIGenAIr,Creative Intelligence & GenAI,Video GenAI,CSA - Tech,Proyecto,Medio,BLANCO,Nunca ofrecido,Espacio blanco,26.3,C,19,4945.0,0.141,0.0,0.55,0.921,0.1,26.33,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,4,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Inchcape Americas,INCHAPE AMERICAS,Automotriz,Desarrollo,VIGenAIr,VIGenAIr,Creative Intelligence & GenAI,Video GenAI,CSA - Tech,Proyecto,Medio,BLANCO,Nunca ofrecido,Espacio blanco,26.3,C,18,4945.0,0.141,0.0,0.55,0.921,0.1,26.33,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,4,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
LATAM Airlines,LATAM AERLINES,Travel & Aerolineas,Desarrollo,VIGenAIr,VIGenAIr,Creative Intelligence & GenAI,Video GenAI,CSA - Tech,Proyecto,Medio,BLANCO,Nunca ofrecido,Espacio blanco,26.3,C,18,4945.0,0.141,0.0,0.55,0.921,0.1,26.33,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,2,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
PC Factory,PC FACTORY,Retail Electro,Emergente,C-GenIA Basic Mensual,C-GenIA - Basic (200 images) per month,Creative Intelligence & GenAI,Creative GenAI,CSA - Tech,Recurrente,Medio,BLANCO,Nunca ofrecido,Espacio blanco,26.3,C,18,9661.0,0.0,0.059,0.676,0.881,0.1,26.262,1.0,1.0,0.0,0.0,100.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
PC Factory,PC FACTORY,Retail Electro,Emergente,VIGenAIr,VIGenAIr,Creative Intelligence & GenAI,Video GenAI,CSA - Tech,Proyecto,Medio,BLANCO,Nunca ofrecido,Espacio blanco,26.3,C,19,4945.0,0.141,0.0,0.55,0.921,0.1,26.33,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
PJ Chile SpA,PJ CHILE SPA,Food & QSR,Emergente,VIGenAIr,VIGenAIr,Creative Intelligence & GenAI,Video GenAI,CSA - Tech,Proyecto,Medio,BLANCO,Nunca ofrecido,Espacio blanco,26.3,C,18,4945.0,0.141,0.0,0.55,0.921,0.1,26.33,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Polla Chilena,POLLA,Juegos & Entretenimiento,Emergente,VIGenAIr,VIGenAIr,Creative Intelligence & GenAI,Video GenAI,CSA - Tech,Proyecto,Medio,BLANCO,Nunca ofrecido,Espacio blanco,26.3,C,18,4945.0,0.141,0.0,0.55,0.921,0.1,26.33,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Reckitt,RECKITT,CPG Cuidado Personal,Emergente,VIGenAIr,VIGenAIr,Creative Intelligence & GenAI,Video GenAI,CSA - Tech,Proyecto,Medio,BLANCO,Nunca ofrecido,Espacio blanco,26.3,C,18,4945.0,0.141,0.0,0.55,0.921,0.1,26.33,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Sky Airline,SKY AIRLINE,Travel & Aerolineas,Emergente,VIGenAIr,VIGenAIr,Creative Intelligence & GenAI,Video GenAI,CSA - Tech,Proyecto,Medio,BLANCO,Nunca ofrecido,Espacio blanco,26.3,C,18,4945.0,0.141,0.0,0.55,0.921,0.1,26.33,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,2,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Tenpo,TENPO,Fintech & Banca,Emergente,VIGenAIr,VIGenAIr,Creative Intelligence & GenAI,Video GenAI,CSA - Tech,Proyecto,Medio,BLANCO,Nunca ofrecido,Espacio blanco,26.3,C,18,4945.0,0.141,0.0,0.55,0.921,0.1,26.33,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Tricot,TRICOT,Retail Vestuario,Emergente,VIGenAIr,VIGenAIr,Creative Intelligence & GenAI,Video GenAI,CSA - Tech,Proyecto,Medio,BLANCO,Nunca ofrecido,Espacio blanco,26.3,C,18,4945.0,0.141,0.0,0.55,0.921,0.1,26.33,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
